Gattung,GewogenAm,TVD,GewichtBezahlt
650 - SPG Kuhkalb,2017-12-29,120.1357.3368.9,70
650 - SPG Kuhkalb,2017-12-29,120.1381.6226.4,70
640 - SPG Stierkalb,2017-12-29,120.1387.0214.9,71
640 - SPG Stierkalb,2017-12-29,120.1375.5666.8,71
650 - SPG Kuhkalb,2017-12-29,120.1379.1728.5,71
650 - SPG Kuhkalb,2017-12-29,120.1231.7946.8,71
650 - SPG Kuhkalb,2017-12-29,120.1375.5665.1,71
650 - SPG Kuhkalb,2017-12-29,120.1360.3878.3,72
650 - SPG Kuhkalb,2017-12-29,120.1361.4160.5,72
650 - SPG Kuhkalb,2017-12-29,120.1278.5948.9,72
640 - SPG Stierkalb,2017-12-29,120.1366.5380.1,73
640 - SPG Stierkalb,2017-12-29,120.1399.5381.6,73
640 - SPG Stierkalb,2017-12-29,120.1381.3953.2,73
640 - SPG Stierkalb,2017-12-29,120.1359.0910.7,74
640 - SPG Stierkalb,2017-12-29,120.1317.9004.4,74
640 - SPG Stierkalb,2017-12-29,120.1404.7607.6,75
640 - SPG Stierkalb,2017-12-29,120.1353.8921.3,75
640 - SPG Stierkalb,2017-12-29,120.1353.8922.0,75
640 - SPG Stierkalb,2017-12-29,120.1137.4607.6,75
640 - SPG Stierkalb,2017-12-29,120.1379.1553.3,75
640 - SPG Stierkalb,2017-12-29,120.1373.3886.8,75
640 - SPG Stierkalb,2017-12-29,120.1367.1907.1,75
640 - SPG Stierkalb,2017-12-29,120.1391.7477.8,75
640 - SPG Stierkalb,2017-12-29,120.1344.6365.5,75
640 - SPG Stierkalb,2017-12-29,120.1344.6366.2,75
640 - SPG Stierkalb,2017-12-29,120.1344.6368.6,75
640 - SPG Stierkalb,2017-12-29,120.1359.0909.1,75
640 - SPG Stierkalb,2017-12-29,120.1346.1470.5,75
640 - SPG Stierkalb,2017-12-29,120.1291.2083.9,75
640 - SPG Stierkalb,2017-12-29,120.1401.5254.3,75
640 - SPG Stierkalb,2017-12-29,120.1231.7947.5,75
640 - SPG Stierkalb,2017-12-29,120.1392.7881.0,75
640 - SPG Stierkalb,2017-12-29,120.1372.0012.7,75
640 - SPG Stierkalb,2017-12-29,120.1288.8606.4,75
640 - SPG Stierkalb,2017-12-29,120.1321.6872.9,75
640 - SPG Stierkalb,2017-12-29,120.1299.0803.1,75
640 - SPG Stierkalb,2017-12-29,120.1335.1491.4,75
640 - SPG Stierkalb,2017-12-29,120.1278.5949.6,75
640 - SPG Stierkalb,2017-12-29,120.1312.7336.3,75
640 - SPG Stierkalb,2017-12-29,120.1310.6141.0,75
640 - SPG Stierkalb,2017-12-29,120.1310.6142.7,75
640 - SPG Stierkalb,2017-12-29,120.1393.9173.1,75
640 - SPG Stierkalb,2017-12-29,120.1349.3853.5,75
640 - SPG Stierkalb,2017-12-29,120.1369.0954.0,75
640 - SPG Stierkalb,2017-12-29,120.1374.5087.4,75
640 - SPG Stierkalb,2017-12-29,120.1374.5082.9,75
640 - SPG Stierkalb,2017-12-29,120.1356.7405.0,75
640 - SPG Stierkalb,2017-12-29,120.1356.7406.7,75
640 - SPG Stierkalb,2017-12-29,120.1337.8223.8,75
640 - SPG Stierkalb,2017-12-29,120.1280.2598.2,75
640 - SPG Stierkalb,2017-12-29,120.1300.5495.6,75
640 - SPG Stierkalb,2017-12-29,120.1403.1603.7,75
640 - SPG Stierkalb,2017-12-29,120.1356.1970.9,75
640 - SPG Stierkalb,2017-12-29,120.1346.2530.5,75
640 - SPG Stierkalb,2017-12-29,120.1360.4498.2,75
640 - SPG Stierkalb,2017-12-29,120.1405.8580.8,75
640 - SPG Stierkalb,2017-12-29,120.1335.9598.2,75
650 - SPG Kuhkalb,2017-12-29,120.1368.0966.6,75
650 - SPG Kuhkalb,2017-12-29,120.1381.4261.7,75
650 - SPG Kuhkalb,2017-12-29,120.1392.7880.3,75
650 - SPG Kuhkalb,2017-12-29,120.1310.1490.4,75
650 - SPG Kuhkalb,2017-12-29,120.1309.0581.4,75
650 - SPG Kuhkalb,2017-12-29,120.1365.6345.2,75
650 - SPG Kuhkalb,2017-12-29,120.1374.1650.4,75
650 - SPG Kuhkalb,2017-12-29,120.1394.5886.1,75
650 - SPG Kuhkalb,2017-12-29,120.1399.3874.5,75
650 - SPG Kuhkalb,2017-12-29,120.1317.1010.3,75
650 - SPG Kuhkalb,2017-12-29,120.1271.6045.5,75
640 - SPG Stierkalb,2018-01-05,120.1357.1263.9,50
640 - SPG Stierkalb,2018-01-05,120.1357.1012.3,59
650 - SPG Kuhkalb,2018-01-05,120.1239.1904.0,60
640 - SPG Stierkalb,2018-01-05,120.1349.4352.2,63
650 - SPG Kuhkalb,2018-01-05,120.1247.7188.3,63
640 - SPG Stierkalb,2018-01-05,120.1317.8439.5,65
640 - SPG Stierkalb,2018-01-05,120.1352.3470.4,65
650 - SPG Kuhkalb,2018-01-05,120.1378.6648.4,66
640 - SPG Stierkalb,2018-01-05,120.1349.4349.2,67
650 - SPG Kuhkalb,2018-01-05,120.1394.3158.1,67
650 - SPG Kuhkalb,2018-01-05,120.1348.1261.3,67
640 - SPG Stierkalb,2018-01-05,120.1375.6542.4,68
650 - SPG Kuhkalb,2018-01-05,120.1239.1905.7,68
650 - SPG Kuhkalb,2018-01-05,120.1356.8293.2,68
650 - SPG Kuhkalb,2018-01-05,120.1273.8316.8,68
640 - SPG Stierkalb,2018-01-05,120.1380.9594.4,70
650 - SPG Kuhkalb,2018-01-05,120.1394.7253.9,70
640 - SPG Stierkalb,2018-01-05,120.1389.4284.2,71
640 - SPG Stierkalb,2018-01-05,120.1316.1452.4,71
640 - SPG Stierkalb,2018-01-05,120.1391.1429.3,71
650 - SPG Kuhkalb,2018-01-05,120.1358.6740.7,71
650 - SPG Kuhkalb,2018-01-05,120.1239.1903.3,71
650 - SPG Kuhkalb,2018-01-05,120.1396.0465.7,72
650 - SPG Kuhkalb,2018-01-05,120.1381.2369.2,72
650 - SPG Kuhkalb,2018-01-05,120.1363.4531.7,72
650 - SPG Kuhkalb,2018-01-05,120.1408.2304.7,72
650 - SPG Kuhkalb,2018-01-05,120.1317.9006.8,72
640 - SPG Stierkalb,2018-01-05,120.1384.5725.4,73
640 - SPG Stierkalb,2018-01-05,120.1395.0582.4,73
640 - SPG Stierkalb,2018-01-05,120.1251.2553.1,73
640 - SPG Stierkalb,2018-01-05,120.1382.6775.4,74
640 - SPG Stierkalb,2018-01-05,120.1393.0289.8,74
640 - SPG Stierkalb,2018-01-05,120.1383.5852.0,74
650 - SPG Kuhkalb,2018-01-05,120.1396.1477.9,74
650 - SPG Kuhkalb,2018-01-05,120.1129.7533.0,74
650 - SPG Kuhkalb,2018-01-05,120.1365.4022.4,74
650 - SPG Kuhkalb,2018-01-05,120.1182.2490.6,74
640 - SPG Stierkalb,2018-01-05,120.1379.6525.5,75
640 - SPG Stierkalb,2018-01-05,120.1403.0558.1,75
640 - SPG Stierkalb,2018-01-05,120.1400.2647.9,75
640 - SPG Stierkalb,2018-01-05,120.1400.2648.6,75
640 - SPG Stierkalb,2018-01-05,120.1247.7187.6,75
640 - SPG Stierkalb,2018-01-05,120.1386.0829.8,75
640 - SPG Stierkalb,2018-01-05,120.1361.9738.1,75
640 - SPG Stierkalb,2018-01-05,120.1378.1569.7,75
640 - SPG Stierkalb,2018-01-05,120.1296.8857.5,75
640 - SPG Stierkalb,2018-01-05,120.1366.7715.9,75
640 - SPG Stierkalb,2018-01-05,120.1366.7714.2,75
640 - SPG Stierkalb,2018-01-05,120.1386.9694.9,75
640 - SPG Stierkalb,2018-01-05,120.1370.1778.7,75
640 - SPG Stierkalb,2018-01-05,120.1380.7737.7,75
640 - SPG Stierkalb,2018-01-05,120.1380.7738.4,75
640 - SPG Stierkalb,2018-01-05,120.1349.4346.1,75
640 - SPG Stierkalb,2018-01-05,120.1372.0013.4,75
640 - SPG Stierkalb,2018-01-05,120.1326.3481.1,75
640 - SPG Stierkalb,2018-01-05,120.1319.4177.4,75
640 - SPG Stierkalb,2018-01-05,120.1364.8200.5,75
640 - SPG Stierkalb,2018-01-05,120.1378.7411.3,75
640 - SPG Stierkalb,2018-01-05,120.1215.6532.4,75
640 - SPG Stierkalb,2018-01-05,120.1408.2303.0,75
640 - SPG Stierkalb,2018-01-05,120.1408.2302.3,75
640 - SPG Stierkalb,2018-01-05,120.1317.1009.7,75
640 - SPG Stierkalb,2018-01-05,120.1395.7242.0,75
640 - SPG Stierkalb,2018-01-05,120.1287.5705.0,75
640 - SPG Stierkalb,2018-01-05,120.1287.5704.3,75
640 - SPG Stierkalb,2018-01-05,120.1287.5703.6,75
640 - SPG Stierkalb,2018-01-05,120.1287.5706.7,75
640 - SPG Stierkalb,2018-01-05,120.1251.2554.8,75
640 - SPG Stierkalb,2018-01-05,120.1361.3893.3,75
640 - SPG Stierkalb,2018-01-05,120.1356.8292.5,75
640 - SPG Stierkalb,2018-01-05,120.1340.2107.7,75
640 - SPG Stierkalb,2018-01-05,120.1306.1704.5,75
640 - SPG Stierkalb,2018-01-05,120.1338.8471.0,75
640 - SPG Stierkalb,2018-01-05,120.1339.5406.2,75
640 - SPG Stierkalb,2018-01-05,120.1310.6146.5,75
640 - SPG Stierkalb,2018-01-05,120.1317.9005.1,75
650 - SPG Kuhkalb,2018-01-05,120.1357.1011.6,75
650 - SPG Kuhkalb,2018-01-05,120.1389.4283.5,75
650 - SPG Kuhkalb,2018-01-05,120.1370.0615.6,75
650 - SPG Kuhkalb,2018-01-05,120.1403.0557.4,75
650 - SPG Kuhkalb,2018-01-05,120.1203.5457.8,75
650 - SPG Kuhkalb,2018-01-05,120.1393.8884.7,75
650 - SPG Kuhkalb,2018-01-05,120.1317.8438.8,75
650 - SPG Kuhkalb,2018-01-05,120.1359.8924.6,75
650 - SPG Kuhkalb,2018-01-05,120.1391.3110.8,75
650 - SPG Kuhkalb,2018-01-05,120.1391.3112.2,75
650 - SPG Kuhkalb,2018-01-05,120.1348.7865.7,75
650 - SPG Kuhkalb,2018-01-05,120.1372.6682.6,75
650 - SPG Kuhkalb,2018-01-05,120.1374.5083.6,75
650 - SPG Kuhkalb,2018-01-05,120.1374.5084.3,75
650 - SPG Kuhkalb,2018-01-05,120.1374.5086.7,75
650 - SPG Kuhkalb,2018-01-05,120.1374.5090.4,75
650 - SPG Kuhkalb,2018-01-05,120.1280.4552.2,75
650 - SPG Kuhkalb,2018-01-05,120.1380.9253.0,75
650 - SPG Kuhkalb,2018-01-05,120.1202.4711.5,75
650 - SPG Kuhkalb,2018-01-05,120.1379.2934.9,75
650 - SPG Kuhkalb,2018-01-05,120.1333.4295.1,75
650 - SPG Kuhkalb,2018-01-05,120.1249.6776.7,75
650 - SPG Kuhkalb,2018-01-05,120.1249.6775.0,75
650 - SPG Kuhkalb,2018-01-05,120.1273.8317.5,75
650 - SPG Kuhkalb,2018-01-05,120.1379.9541.2,75
650 - SPG Kuhkalb,2018-01-05,120.1271.6047.9,75
650 - SPG Kuhkalb,2018-01-05,120.1356.2332.4,75
650 - SPG Kuhkalb,2018-01-12,120.1372.0695.2,61
640 - SPG Stierkalb,2018-01-12,120.1307.0294.9,63
650 - SPG Kuhkalb,2018-01-12,120.1362.7168.5,63
650 - SPG Kuhkalb,2018-01-12,120.1407.2106.0,63
650 - SPG Kuhkalb,2018-01-12,120.1349.3280.9,63
640 - SPG Stierkalb,2018-01-12,120.1349.3279.3,64
650 - SPG Kuhkalb,2018-01-12,120.1386.0834.2,65
650 - SPG Kuhkalb,2018-01-12,120.1345.7839.7,65
640 - SPG Stierkalb,2018-01-12,120.1392.9656.2,66
640 - SPG Stierkalb,2018-01-12,120.1393.7777.3,66
640 - SPG Stierkalb,2018-01-12,120.1197.0865.8,67
650 - SPG Kuhkalb,2018-01-12,120.1378.7412.0,67
650 - SPG Kuhkalb,2018-01-12,120.1375.1650.1,67
650 - SPG Kuhkalb,2018-01-12,120.1415.1982.6,67
650 - SPG Kuhkalb,2018-01-12,120.1345.7840.3,68
650 - SPG Kuhkalb,2018-01-12,120.1362.9613.8,68
640 - SPG Stierkalb,2018-01-12,120.1361.1827.0,69
640 - SPG Stierkalb,2018-01-12,120.1257.3132.9,70
650 - SPG Kuhkalb,2018-01-12,120.1355.1180.5,70
650 - SPG Kuhkalb,2018-01-12,120.1357.3370.2,70
650 - SPG Kuhkalb,2018-01-12,120.1386.0833.5,70
650 - SPG Kuhkalb,2018-01-12,120.1382.2172.5,70
650 - SPG Kuhkalb,2018-01-12,120.1359.6757.2,70
640 - SPG Stierkalb,2018-01-12,120.1327.1085.0,71
640 - SPG Stierkalb,2018-01-12,120.1197.0869.6,71
650 - SPG Kuhkalb,2018-01-12,120.1390.5753.8,71
650 - SPG Kuhkalb,2018-01-12,120.1377.0510.3,71
640 - SPG Stierkalb,2018-01-12,120.1378.7413.7,72
640 - SPG Stierkalb,2018-01-12,120.1356.8295.6,72
650 - SPG Kuhkalb,2018-01-12,120.0888.8886.3,72
650 - SPG Kuhkalb,2018-01-12,120.1382.2170.1,72
640 - SPG Stierkalb,2018-01-12,120.1370.5677.9,73
640 - SPG Stierkalb,2018-01-12,120.1243.1540.7,73
640 - SPG Stierkalb,2018-01-12,120.1382.0049.2,73
640 - SPG Stierkalb,2018-01-12,120.1378.4804.6,73
640 - SPG Stierkalb,2018-01-12,120.1393.7778.0,73
650 - SPG Kuhkalb,2018-01-12,120.1369.6230.9,73
650 - SPG Kuhkalb,2018-01-12,120.1359.8926.0,73
650 - SPG Kuhkalb,2018-01-12,120.1384.3125.4,73
650 - SPG Kuhkalb,2018-01-12,120.1396.3850.8,73
650 - SPG Kuhkalb,2018-01-12,120.1360.5374.8,73
650 - SPG Kuhkalb,2018-01-12,120.1390.5440.7,73
640 - SPG Stierkalb,2018-01-12,120.1280.2600.2,74
650 - SPG Kuhkalb,2018-01-12,120.1361.4159.9,74
650 - SPG Kuhkalb,2018-01-12,120.1362.2518.3,74
650 - SPG Kuhkalb,2018-01-12,120.1344.6279.5,74
650 - SPG Kuhkalb,2018-01-12,120.1399.5382.3,74
650 - SPG Kuhkalb,2018-01-12,120.1405.0876.0,74
640 - SPG Stierkalb,2018-01-12,120.1410.8796.7,75
640 - SPG Stierkalb,2018-01-12,120.1341.3164.6,75
640 - SPG Stierkalb,2018-01-12,120.1379.1551.9,75
640 - SPG Stierkalb,2018-01-12,120.1318.7309.9,75
640 - SPG Stierkalb,2018-01-12,120.1405.7948.7,75
640 - SPG Stierkalb,2018-01-12,120.1400.2649.3,75
640 - SPG Stierkalb,2018-01-12,120.1257.3130.5,75
640 - SPG Stierkalb,2018-01-12,120.1350.4484.6,75
640 - SPG Stierkalb,2018-01-12,120.1350.4485.3,75
640 - SPG Stierkalb,2018-01-12,120.0888.8885.6,75
640 - SPG Stierkalb,2018-01-12,120.1197.3386.5,75
640 - SPG Stierkalb,2018-01-12,120.1395.9841.3,75
640 - SPG Stierkalb,2018-01-12,120.1307.0293.2,75
640 - SPG Stierkalb,2018-01-12,120.1246.5264.9,75
640 - SPG Stierkalb,2018-01-12,120.1373.3887.5,75
640 - SPG Stierkalb,2018-01-12,120.1352.9408.1,75
640 - SPG Stierkalb,2018-01-12,120.1352.9411.1,75
640 - SPG Stierkalb,2018-01-12,120.1395.3783.2,75
640 - SPG Stierkalb,2018-01-12,120.1395.3780.1,75
640 - SPG Stierkalb,2018-01-12,120.1373.6598.7,75
640 - SPG Stierkalb,2018-01-12,120.1296.8858.2,75
640 - SPG Stierkalb,2018-01-12,120.1388.8563.7,75
640 - SPG Stierkalb,2018-01-12,120.1303.9846.3,75
640 - SPG Stierkalb,2018-01-12,120.1338.3850.8,75
640 - SPG Stierkalb,2018-01-12,120.1331.1745.0,75
640 - SPG Stierkalb,2018-01-12,120.1358.2357.1,75
640 - SPG Stierkalb,2018-01-12,120.1372.0014.1,75
640 - SPG Stierkalb,2018-01-12,120.1365.4236.5,75
640 - SPG Stierkalb,2018-01-12,120.1349.7954.5,75
640 - SPG Stierkalb,2018-01-12,120.1392.7877.3,75
640 - SPG Stierkalb,2018-01-12,120.1327.1086.7,75
640 - SPG Stierkalb,2018-01-12,120.1372.4519.7,75
640 - SPG Stierkalb,2018-01-12,120.1372.4520.3,75
640 - SPG Stierkalb,2018-01-12,120.1360.7701.0,75
640 - SPG Stierkalb,2018-01-12,120.1350.0174.0,75
640 - SPG Stierkalb,2018-01-12,120.1291.0911.7,75
640 - SPG Stierkalb,2018-01-12,120.1287.6701.1,75
640 - SPG Stierkalb,2018-01-12,120.1375.7179.1,75
640 - SPG Stierkalb,2018-01-12,120.1358.7645.4,75
640 - SPG Stierkalb,2018-01-12,120.1378.9973.4,75
640 - SPG Stierkalb,2018-01-12,120.1297.6041.7,75
640 - SPG Stierkalb,2018-01-12,120.1380.5651.8,75
640 - SPG Stierkalb,2018-01-12,120.1300.5490.1,75
640 - SPG Stierkalb,2018-01-12,120.1382.2166.4,75
640 - SPG Stierkalb,2018-01-12,120.1346.2786.6,75
640 - SPG Stierkalb,2018-01-12,120.1306.4493.5,75
640 - SPG Stierkalb,2018-01-12,120.1306.4494.2,75
640 - SPG Stierkalb,2018-01-12,120.1306.4495.9,75
640 - SPG Stierkalb,2018-01-12,120.1315.3718.2,75
640 - SPG Stierkalb,2018-01-12,120.1385.4926.3,75
640 - SPG Stierkalb,2018-01-12,120.1385.4925.6,75
640 - SPG Stierkalb,2018-01-12,120.1252.1970.4,75
640 - SPG Stierkalb,2018-01-12,120.1377.2522.4,75
640 - SPG Stierkalb,2018-01-12,120.1362.1394.4,75
640 - SPG Stierkalb,2018-01-12,120.0341.1442.8,75
640 - SPG Stierkalb,2018-01-12,120.0341.1443.5,75
640 - SPG Stierkalb,2018-01-12,120.1386.6703.5,75
640 - SPG Stierkalb,2018-01-12,120.1362.2542.8,75
640 - SPG Stierkalb,2018-01-12,120.1362.2543.5,75
640 - SPG Stierkalb,2018-01-12,120.1302.3781.6,75
640 - SPG Stierkalb,2018-01-12,120.1390.9380.2,75
650 - SPG Kuhkalb,2018-01-12,120.1341.3165.3,75
650 - SPG Kuhkalb,2018-01-12,120.1405.7945.6,75
650 - SPG Kuhkalb,2018-01-12,120.1334.3839.5,75
650 - SPG Kuhkalb,2018-01-12,120.1358.1752.5,75
650 - SPG Kuhkalb,2018-01-12,120.1405.8322.4,75
650 - SPG Kuhkalb,2018-01-12,120.1314.9471.3,75
650 - SPG Kuhkalb,2018-01-12,120.1352.9410.4,75
650 - SPG Kuhkalb,2018-01-12,120.1390.5752.1,75
650 - SPG Kuhkalb,2018-01-12,120.1390.5754.5,75
650 - SPG Kuhkalb,2018-01-12,120.1373.6599.4,75
650 - SPG Kuhkalb,2018-01-12,120.1269.1100.3,75
650 - SPG Kuhkalb,2018-01-12,120.1388.8562.0,75
650 - SPG Kuhkalb,2018-01-12,120.1411.6641.9,75
650 - SPG Kuhkalb,2018-01-12,120.1386.0832.8,75
650 - SPG Kuhkalb,2018-01-12,120.1372.6406.8,75
650 - SPG Kuhkalb,2018-01-12,120.1375.2705.7,75
650 - SPG Kuhkalb,2018-01-12,120.1399.2899.9,75
650 - SPG Kuhkalb,2018-01-12,120.1402.5294.6,75
650 - SPG Kuhkalb,2018-01-12,120.1360.5373.1,75
650 - SPG Kuhkalb,2018-01-12,120.1413.6726.7,75
650 - SPG Kuhkalb,2018-01-12,120.1334.5452.4,75
650 - SPG Kuhkalb,2018-01-12,120.1385.7624.5,75
650 - SPG Kuhkalb,2018-01-12,120.1353.8923.7,75
650 - SPG Kuhkalb,2018-01-12,120.1384.0484.5,75
650 - SPG Kuhkalb,2018-01-12,120.1382.2169.5,75
650 - SPG Kuhkalb,2018-01-12,120.1387.1563.7,75
650 - SPG Kuhkalb,2018-01-12,120.1350.3634.6,75
650 - SPG Kuhkalb,2018-01-12,120.1272.7353.7,75
650 - SPG Kuhkalb,2018-01-12,120.1397.7476.3,75
650 - SPG Kuhkalb,2018-01-12,120.1368.4687.6,75
650 - SPG Kuhkalb,2018-01-12,120.1346.2785.9,75
650 - SPG Kuhkalb,2018-01-12,120.1368.0564.4,75
650 - SPG Kuhkalb,2018-01-12,120.1383.5005.0,75
650 - SPG Kuhkalb,2018-01-12,120.1349.0538.4,75
650 - SPG Kuhkalb,2018-01-12,120.1378.0759.3,75
650 - SPG Kuhkalb,2018-01-12,120.1342.0623.8,75
650 - SPG Kuhkalb,2018-01-12,120.1326.3631.0,75
650 - SPG Kuhkalb,2018-01-12,120.1193.2125.3,75
650 - SPG Kuhkalb,2018-01-12,120.1354.2762.5,75
650 - SPG Kuhkalb,2018-01-19,120.1377.2305.3,40
640 - SPG Stierkalb,2018-01-19,120.1369.4549.4,50
650 - SPG Kuhkalb,2018-01-19,120.1405.2922.2,55
650 - SPG Kuhkalb,2018-01-19,120.1349.7625.4,60
650 - SPG Kuhkalb,2018-01-19,120.1383.9899.1,63
650 - SPG Kuhkalb,2018-01-19,120.1408.7312.7,65
650 - SPG Kuhkalb,2018-01-19,120.1259.3111.8,65
650 - SPG Kuhkalb,2018-01-19,120.1349.0540.7,66
640 - SPG Stierkalb,2018-01-19,120.1408.7311.0,67
640 - SPG Stierkalb,2018-01-19,120.1358.9722.0,67
640 - SPG Stierkalb,2018-01-19,120.1386.0836.6,67
640 - SPG Stierkalb,2018-01-19,120.1406.5754.3,68
640 - SPG Stierkalb,2018-01-19,120.1374.0528.7,68
650 - SPG Kuhkalb,2018-01-19,120.1336.2644.0,68
650 - SPG Kuhkalb,2018-01-19,120.1349.7624.7,68
640 - SPG Stierkalb,2018-01-19,120.1381.3379.0,69
640 - SPG Stierkalb,2018-01-19,120.1332.4840.6,69
650 - SPG Kuhkalb,2018-01-19,120.1394.3159.8,69
640 - SPG Stierkalb,2018-01-19,120.1381.3378.3,70
640 - SPG Stierkalb,2018-01-19,120.1334.7822.3,70
650 - SPG Kuhkalb,2018-01-19,120.1257.3133.6,70
650 - SPG Kuhkalb,2018-01-19,120.1378.1227.6,70
650 - SPG Kuhkalb,2018-01-19,120.1382.2173.2,70
640 - SPG Stierkalb,2018-01-19,120.1374.5091.1,71
640 - SPG Stierkalb,2018-01-19,120.1254.5984.1,71
650 - SPG Kuhkalb,2018-01-19,120.1395.2047.6,71
650 - SPG Kuhkalb,2018-01-19,120.1374.1651.1,71
650 - SPG Kuhkalb,2018-01-19,120.1211.5600.3,71
640 - SPG Stierkalb,2018-01-19,120.1368.9700.7,72
640 - SPG Stierkalb,2018-01-19,120.1296.8859.9,72
640 - SPG Stierkalb,2018-01-19,120.1330.4476.3,72
650 - SPG Kuhkalb,2018-01-19,120.1371.0024.3,72
650 - SPG Kuhkalb,2018-01-19,120.1368.9698.7,72
650 - SPG Kuhkalb,2018-01-19,120.1377.7953.1,72
650 - SPG Kuhkalb,2018-01-19,120.1358.9723.7,72
650 - SPG Kuhkalb,2018-01-19,120.1408.3335.0,72
650 - SPG Kuhkalb,2018-01-19,120.1341.8973.9,72
650 - SPG Kuhkalb,2018-01-19,120.1390.1368.8,72
650 - SPG Kuhkalb,2018-01-19,120.1404.4287.3,72
650 - SPG Kuhkalb,2018-01-19,120.1388.3875.6,72
640 - SPG Stierkalb,2018-01-19,120.1383.9898.4,73
650 - SPG Kuhkalb,2018-01-19,120.1340.2028.5,73
650 - SPG Kuhkalb,2018-01-19,120.1391.7479.2,73
650 - SPG Kuhkalb,2018-01-19,120.1365.4024.8,73
640 - SPG Stierkalb,2018-01-19,120.1403.3779.7,74
640 - SPG Stierkalb,2018-01-19,120.1386.6699.1,74
640 - SPG Stierkalb,2018-01-19,120.1374.5093.5,74
650 - SPG Kuhkalb,2018-01-19,120.1392.8902.1,74
640 - SPG Stierkalb,2018-01-19,120.1324.4672.8,75
640 - SPG Stierkalb,2018-01-19,120.1406.5751.2,75
640 - SPG Stierkalb,2018-01-19,120.1243.1542.1,75
640 - SPG Stierkalb,2018-01-19,120.1269.1101.0,75
640 - SPG Stierkalb,2018-01-19,120.1368.9699.4,75
640 - SPG Stierkalb,2018-01-19,120.1168.7676.3,75
640 - SPG Stierkalb,2018-01-19,120.1325.5697.7,75
640 - SPG Stierkalb,2018-01-19,120.1382.6599.6,75
640 - SPG Stierkalb,2018-01-19,120.1378.7414.4,75
640 - SPG Stierkalb,2018-01-19,120.1290.5825.5,75
640 - SPG Stierkalb,2018-01-19,120.1383.3948.2,75
640 - SPG Stierkalb,2018-01-19,120.1268.7526.8,75
640 - SPG Stierkalb,2018-01-19,120.1346.1473.6,75
640 - SPG Stierkalb,2018-01-19,120.1346.1474.3,75
640 - SPG Stierkalb,2018-01-19,120.1384.1369.4,75
640 - SPG Stierkalb,2018-01-19,120.1353.2674.4,75
640 - SPG Stierkalb,2018-01-19,120.1372.6407.5,75
640 - SPG Stierkalb,2018-01-19,120.1379.1729.2,75
640 - SPG Stierkalb,2018-01-19,120.1344.5032.7,75
640 - SPG Stierkalb,2018-01-19,120.1289.5839.6,75
640 - SPG Stierkalb,2018-01-19,120.1412.8891.3,75
640 - SPG Stierkalb,2018-01-19,120.1355.1481.3,75
640 - SPG Stierkalb,2018-01-19,120.1372.0015.8,75
640 - SPG Stierkalb,2018-01-19,120.1297.6043.1,75
640 - SPG Stierkalb,2018-01-19,120.1412.0504.0,75
640 - SPG Stierkalb,2018-01-19,120.1311.4129.7,75
640 - SPG Stierkalb,2018-01-19,120.1348.1264.4,75
640 - SPG Stierkalb,2018-01-19,120.1380.5654.9,75
640 - SPG Stierkalb,2018-01-19,120.1387.0813.4,75
640 - SPG Stierkalb,2018-01-19,120.1347.1979.0,75
640 - SPG Stierkalb,2018-01-19,120.1344.6519.2,75
640 - SPG Stierkalb,2018-01-19,120.1393.8815.1,75
640 - SPG Stierkalb,2018-01-19,120.1343.4853.2,75
640 - SPG Stierkalb,2018-01-19,120.1393.5786.7,75
640 - SPG Stierkalb,2018-01-19,120.1393.5787.4,75
640 - SPG Stierkalb,2018-01-19,120.1374.5089.8,75
640 - SPG Stierkalb,2018-01-19,120.1374.5088.1,75
640 - SPG Stierkalb,2018-01-19,120.1365.4025.5,75
640 - SPG Stierkalb,2018-01-19,120.1365.4026.2,75
640 - SPG Stierkalb,2018-01-19,120.1354.9430.6,75
640 - SPG Stierkalb,2018-01-19,120.1409.1292.5,75
640 - SPG Stierkalb,2018-01-19,120.1409.1291.8,75
650 - SPG Kuhkalb,2018-01-19,120.1350.6903.0,75
650 - SPG Kuhkalb,2018-01-19,120.1314.7258.2,75
650 - SPG Kuhkalb,2018-01-19,120.1368.9696.3,75
650 - SPG Kuhkalb,2018-01-19,120.1358.9718.3,75
650 - SPG Kuhkalb,2018-01-19,120.1384.1371.7,75
650 - SPG Kuhkalb,2018-01-19,120.1353.2670.6,75
650 - SPG Kuhkalb,2018-01-19,120.1392.7875.9,75
650 - SPG Kuhkalb,2018-01-19,120.1403.3776.6,75
650 - SPG Kuhkalb,2018-01-19,120.1318.7951.0,75
650 - SPG Kuhkalb,2018-01-19,120.1400.6899.8,75
650 - SPG Kuhkalb,2018-01-19,120.1375.4983.7,75
650 - SPG Kuhkalb,2018-01-19,120.1356.5050.4,75
650 - SPG Kuhkalb,2018-01-19,120.1308.8780.6,75
650 - SPG Kuhkalb,2018-01-19,120.1403.0560.4,75
650 - SPG Kuhkalb,2018-01-19,120.1396.0468.8,75
650 - SPG Kuhkalb,2018-01-19,120.1396.0467.1,75
650 - SPG Kuhkalb,2018-01-19,120.1367.2788.5,75
650 - SPG Kuhkalb,2018-01-19,120.1398.5156.3,75
650 - SPG Kuhkalb,2018-01-19,120.1365.4023.1,75
650 - SPG Kuhkalb,2018-01-19,120.1358.6737.7,75
650 - SPG Kuhkalb,2018-01-19,120.1401.7446.0,75
