Vianco_data,,,
Gattung,GewogenAm,GewichtBezahlt,TVD
650 - SPG Kuhkalb,2019-04-19,75,1201327940613657
650 - SPG Kuhkalb,2019-04-19,75,1201327940613658
650 - SPG Kuhkalb,2019-04-19,75,1201327940613659
650 - SPG Kuhkalb,2019-04-19,75,1201327940613660
650 - SPG Kuhkalb,2019-04-19,75,1201327940613661
650 - SPG Kuhkalb,2019-04-19,75,1201327940613662
640 - SPG Stierkalb,2019-04-25,71,1201327940613663
650 - SPG Kuhkalb,2019-04-26,47,1201327940613664
650 - SPG Kuhkalb,2019-04-26,48,1201327940613665
650 - SPG Kuhkalb,2019-04-26,54,1201327940613666
650 - SPG Kuhkalb,2019-04-26,56,1201327940613667
640 - SPG Stierkalb,2019-04-26,65,1201327940613668
640 - SPG Stierkalb,2019-04-26,65,1201327940613669
650 - SPG Kuhkalb,2019-04-26,65,1201327940613670
650 - SPG Kuhkalb,2019-04-26,65,1201327940613671
650 - SPG Kuhkalb,2019-04-26,66,1201327940613672
650 - SPG Kuhkalb,2019-04-26,66,1201327940613673
650 - SPG Kuhkalb,2019-04-26,67,1201327940613674
640 - SPG Stierkalb,2019-04-26,68,1201327940613675
640 - SPG Stierkalb,2019-04-26,68,1201327940613676
650 - SPG Kuhkalb,2019-04-26,68,1201327940613677
650 - SPG Kuhkalb,2019-04-26,68,1201327940613678
640 - SPG Stierkalb,2019-04-26,69,1201327940613679
650 - SPG Kuhkalb,2019-04-26,69,1201327940613680
650 - SPG Kuhkalb,2019-04-26,69,1201327940613681
640 - SPG Stierkalb,2019-04-26,70,1201327940613682
640 - SPG Stierkalb,2019-04-26,70,1201327940613683
650 - SPG Kuhkalb,2019-04-26,70,1201327940613684
640 - SPG Stierkalb,2019-04-26,71,1201327940613685
640 - SPG Stierkalb,2019-04-26,71,1201327940613686
640 - SPG Stierkalb,2019-04-26,71,1201327940613687
640 - SPG Stierkalb,2019-04-26,71,1201327940613688
650 - SPG Kuhkalb,2019-04-26,71,1201327940613689
650 - SPG Kuhkalb,2019-04-26,71,1201327940613690
640 - SPG Stierkalb,2019-04-26,72,1201327940613691
650 - SPG Kuhkalb,2019-04-26,72,1201327940613692
640 - SPG Stierkalb,2019-04-26,73,1201327940613693
640 - SPG Stierkalb,2019-04-26,73,1201327940613694
640 - SPG Stierkalb,2019-04-26,73,1201327940613695
640 - SPG Stierkalb,2019-04-26,73,1201327940613696
640 - SPG Stierkalb,2019-04-26,73,1201327940613697
640 - SPG Stierkalb,2019-04-26,73,1201327940613698
650 - SPG Kuhkalb,2019-04-26,73,1201327940613699
650 - SPG Kuhkalb,2019-04-26,73,1201327940613700
650 - SPG Kuhkalb,2019-04-26,73,1201327940613701
650 - SPG Kuhkalb,2019-04-26,73,1201327940613702
650 - SPG Kuhkalb,2019-04-26,73,1201327940613703
650 - SPG Kuhkalb,2019-04-26,73,1201327940613704
650 - SPG Kuhkalb,2019-04-26,73,1201327940613705
640 - SPG Stierkalb,2019-04-26,74,1201327940613706
640 - SPG Stierkalb,2019-04-26,74,1201327940613707
640 - SPG Stierkalb,2019-04-26,75,1201327940613708
640 - SPG Stierkalb,2019-04-26,75,1201327940613709
640 - SPG Stierkalb,2019-04-26,75,1201327940613710
640 - SPG Stierkalb,2019-04-26,75,1201327940613711
640 - SPG Stierkalb,2019-04-26,75,1201327940613712
640 - SPG Stierkalb,2019-04-26,75,1201327940613713
640 - SPG Stierkalb,2019-04-26,75,1201327940613714
640 - SPG Stierkalb,2019-04-26,75,1201327940613715
640 - SPG Stierkalb,2019-04-26,75,1201327940613716
640 - SPG Stierkalb,2019-04-26,75,1201327940613717
640 - SPG Stierkalb,2019-04-26,75,1201327940613718
640 - SPG Stierkalb,2019-04-26,75,1201327940613719
640 - SPG Stierkalb,2019-04-26,75,1201327940613720
640 - SPG Stierkalb,2019-04-26,75,1201327940613721
640 - SPG Stierkalb,2019-04-26,75,1201327940613722
640 - SPG Stierkalb,2019-04-26,75,1201327940613723
640 - SPG Stierkalb,2019-04-26,75,1201327940613724
640 - SPG Stierkalb,2019-04-26,75,1201327940613725
640 - SPG Stierkalb,2019-04-26,75,1201327940613726
640 - SPG Stierkalb,2019-04-26,75,1201327940613727
640 - SPG Stierkalb,2019-04-26,75,1201327940613728
640 - SPG Stierkalb,2019-04-26,75,1201327940613729
640 - SPG Stierkalb,2019-04-26,75,1201327940613730
640 - SPG Stierkalb,2019-04-26,75,1201327940613731
640 - SPG Stierkalb,2019-04-26,75,1201327940613732
640 - SPG Stierkalb,2019-04-26,75,1201327940613733
640 - SPG Stierkalb,2019-04-26,75,1201327940613734
640 - SPG Stierkalb,2019-04-26,75,1201327940613735
640 - SPG Stierkalb,2019-04-26,75,1201327940613736
640 - SPG Stierkalb,2019-04-26,75,1201327940613737
640 - SPG Stierkalb,2019-04-26,75,1201327940613738
640 - SPG Stierkalb,2019-04-26,75,1201327940613739
640 - SPG Stierkalb,2019-04-26,75,1201327940613740
640 - SPG Stierkalb,2019-04-26,75,1201327940613741
640 - SPG Stierkalb,2019-04-26,75,1201327940613742
640 - SPG Stierkalb,2019-04-26,75,1201327940613743
640 - SPG Stierkalb,2019-04-26,75,1201327940613744
640 - SPG Stierkalb,2019-04-26,75,1201327940613745
640 - SPG Stierkalb,2019-04-26,75,1201327940613746
640 - SPG Stierkalb,2019-04-26,75,1201327940613747
640 - SPG Stierkalb,2019-04-26,75,1201327940613748
640 - SPG Stierkalb,2019-04-26,75,1201327940613749
640 - SPG Stierkalb,2019-04-26,75,1201327940613750
640 - SPG Stierkalb,2019-04-26,75,1201327940613751
640 - SPG Stierkalb,2019-04-26,75,1201327940613752
640 - SPG Stierkalb,2019-04-26,75,1201327940613753
640 - SPG Stierkalb,2019-04-26,75,1201327940613754
640 - SPG Stierkalb,2019-04-26,75,1201327940613755
640 - SPG Stierkalb,2019-04-26,75,1201327940613756
640 - SPG Stierkalb,2019-04-26,75,1201327940613757
650 - SPG Kuhkalb,2019-04-26,75,1201327940613758
650 - SPG Kuhkalb,2019-04-26,75,1201327940613759
650 - SPG Kuhkalb,2019-04-26,75,1201327940613760
650 - SPG Kuhkalb,2019-04-26,75,1201327940613761
650 - SPG Kuhkalb,2019-04-26,75,1201327940613762
650 - SPG Kuhkalb,2019-04-26,75,1201327940613763
650 - SPG Kuhkalb,2019-04-26,75,1201327940613764
650 - SPG Kuhkalb,2019-04-26,75,1201327940613765
650 - SPG Kuhkalb,2019-04-26,75,1201327940613766
650 - SPG Kuhkalb,2019-04-26,75,1201327940613767
650 - SPG Kuhkalb,2019-04-26,75,1201327940613768
650 - SPG Kuhkalb,2019-04-26,75,1201327940613769
650 - SPG Kuhkalb,2019-04-26,75,1201327940613770
650 - SPG Kuhkalb,2019-04-26,75,1201327940613771
650 - SPG Kuhkalb,2019-04-26,75,1201327940613772
650 - SPG Kuhkalb,2019-04-26,75,1201327940613773
650 - SPG Kuhkalb,2019-04-26,75,1201327940613774
650 - SPG Kuhkalb,2019-04-26,75,1201327940613775
650 - SPG Kuhkalb,2019-04-26,75,1201327940613776
650 - SPG Kuhkalb,2019-04-26,75,1201327940613777
650 - SPG Kuhkalb,2019-04-26,75,1201327940613778
650 - SPG Kuhkalb,2019-04-26,75,1201327940613779
650 - SPG Kuhkalb,2019-04-26,75,1201327940613780
650 - SPG Kuhkalb,2019-04-26,75,1201327940613781
650 - SPG Kuhkalb,2019-04-26,75,1201327940613782
650 - SPG Kuhkalb,2019-04-26,75,1201327940613783
640 - SPG Stierkalb,2019-05-01,75,1201327940613784
650 - SPG Kuhkalb,2019-05-03,49,1201327940613785
640 - SPG Stierkalb,2019-05-03,55,1201327940613786
650 - SPG Kuhkalb,2019-05-03,60,1201327940613787
650 - SPG Kuhkalb,2019-05-03,60,1201327940613788
650 - SPG Kuhkalb,2019-05-03,61,1201327940613789
650 - SPG Kuhkalb,2019-05-03,64,1201327940613790
640 - SPG Stierkalb,2019-05-03,66,1201327940613791
640 - SPG Stierkalb,2019-05-03,66,1201327940613792
650 - SPG Kuhkalb,2019-05-03,66,1201327940613793
650 - SPG Kuhkalb,2019-05-03,67,1201327940613794
640 - SPG Stierkalb,2019-05-03,68,1201327940613795
640 - SPG Stierkalb,2019-05-03,68,1201327940613796
650 - SPG Kuhkalb,2019-05-03,68,1201327940613797
650 - SPG Kuhkalb,2019-05-03,68,1201327940613798
650 - SPG Kuhkalb,2019-05-03,69,1201327940613799
650 - SPG Kuhkalb,2019-05-03,70,1201327940613800
650 - SPG Kuhkalb,2019-05-03,70,1201327940613801
640 - SPG Stierkalb,2019-05-03,71,1201327940613802
650 - SPG Kuhkalb,2019-05-03,71,1201327940613803
650 - SPG Kuhkalb,2019-05-03,71,1201327940613804
640 - SPG Stierkalb,2019-05-03,72,1201327940613805
640 - SPG Stierkalb,2019-05-03,72,1201327940613806
640 - SPG Stierkalb,2019-05-03,72,1201327940613807
640 - SPG Stierkalb,2019-05-03,72,1201327940613808
640 - SPG Stierkalb,2019-05-03,72,1201327940613809
650 - SPG Kuhkalb,2019-05-03,72,1201327940613810
640 - SPG Stierkalb,2019-05-03,73,1201327940613811
640 - SPG Stierkalb,2019-05-03,73,1201327940613812
640 - SPG Stierkalb,2019-05-03,73,1201327940613813
640 - SPG Stierkalb,2019-05-03,73,1201327940613814
640 - SPG Stierkalb,2019-05-03,73,1201327940613815
640 - SPG Stierkalb,2019-05-03,73,1201327940613816
650 - SPG Kuhkalb,2019-05-03,73,1201327940613817
650 - SPG Kuhkalb,2019-05-03,73,1201327940613818
650 - SPG Kuhkalb,2019-05-03,73,1201327940613819
640 - SPG Stierkalb,2019-05-03,74,1201327940613820
640 - SPG Stierkalb,2019-05-03,74,1201327940613821
650 - SPG Kuhkalb,2019-05-03,74,1201327940613822
640 - SPG Stierkalb,2019-05-03,75,1201327940613823
640 - SPG Stierkalb,2019-05-03,75,1201327940613824
640 - SPG Stierkalb,2019-05-03,75,1201327940613825
640 - SPG Stierkalb,2019-05-03,75,1201327940613826
640 - SPG Stierkalb,2019-05-03,75,1201327940613827
640 - SPG Stierkalb,2019-05-03,75,1201327940613828
640 - SPG Stierkalb,2019-05-03,75,1201327940613829
640 - SPG Stierkalb,2019-05-03,75,1201327940613830
640 - SPG Stierkalb,2019-05-03,75,1201327940613831
640 - SPG Stierkalb,2019-05-03,75,1201327940613832
640 - SPG Stierkalb,2019-05-03,75,1201327940613833
640 - SPG Stierkalb,2019-05-03,75,1201327940613834
640 - SPG Stierkalb,2019-05-03,75,1201327940613835
640 - SPG Stierkalb,2019-05-03,75,1201327940613836
640 - SPG Stierkalb,2019-05-03,75,1201327940613837
640 - SPG Stierkalb,2019-05-03,75,1201327940613838
640 - SPG Stierkalb,2019-05-03,75,1201327940613839
640 - SPG Stierkalb,2019-05-03,75,1201327940613840
640 - SPG Stierkalb,2019-05-03,75,1201327940613841
640 - SPG Stierkalb,2019-05-03,75,1201327940613842
640 - SPG Stierkalb,2019-05-03,75,1201327940613843
640 - SPG Stierkalb,2019-05-03,75,1201327940613844
640 - SPG Stierkalb,2019-05-03,75,1201327940613845
640 - SPG Stierkalb,2019-05-03,75,1201327940613846
640 - SPG Stierkalb,2019-05-03,75,1201327940613847
640 - SPG Stierkalb,2019-05-03,75,1201327940613848
640 - SPG Stierkalb,2019-05-03,75,1201327940613849
640 - SPG Stierkalb,2019-05-03,75,1201327940613850
640 - SPG Stierkalb,2019-05-03,75,1201327940613851
640 - SPG Stierkalb,2019-05-03,75,1201327940613852
640 - SPG Stierkalb,2019-05-03,75,1201327940613853
640 - SPG Stierkalb,2019-05-03,75,1201327940613854
640 - SPG Stierkalb,2019-05-03,75,1201327940613855
640 - SPG Stierkalb,2019-05-03,75,1201327940613856
640 - SPG Stierkalb,2019-05-03,75,1201327940613857
640 - SPG Stierkalb,2019-05-03,75,1201327940613858
640 - SPG Stierkalb,2019-05-03,75,1201327940613859
640 - SPG Stierkalb,2019-05-03,75,1201327940613860
640 - SPG Stierkalb,2019-05-03,75,1201327940613861
640 - SPG Stierkalb,2019-05-03,75,1201327940613862
640 - SPG Stierkalb,2019-05-03,75,1201327940613863
640 - SPG Stierkalb,2019-05-03,75,1201327940613864
640 - SPG Stierkalb,2019-05-03,75,1201327940613865
640 - SPG Stierkalb,2019-05-03,75,1201327940613866
640 - SPG Stierkalb,2019-05-03,75,1201327940613867
650 - SPG Kuhkalb,2019-05-03,75,1201327940613868
650 - SPG Kuhkalb,2019-05-03,75,1201327940613869
650 - SPG Kuhkalb,2019-05-03,75,1201327940613870
650 - SPG Kuhkalb,2019-05-03,75,1201327940613871
650 - SPG Kuhkalb,2019-05-03,75,1201327940613872
650 - SPG Kuhkalb,2019-05-03,75,1201327940613873
650 - SPG Kuhkalb,2019-05-03,75,1201327940613874
650 - SPG Kuhkalb,2019-05-03,75,1201327940613875
650 - SPG Kuhkalb,2019-05-03,75,1201327940613876
650 - SPG Kuhkalb,2019-05-03,75,1201327940613877
650 - SPG Kuhkalb,2019-05-03,75,1201327940613878
650 - SPG Kuhkalb,2019-05-03,75,1201327940613879
650 - SPG Kuhkalb,2019-05-03,75,1201327940613880
650 - SPG Kuhkalb,2019-05-03,75,1201327940613881
650 - SPG Kuhkalb,2019-05-03,75,1201327940613882
650 - SPG Kuhkalb,2019-05-03,75,1201327940613883
650 - SPG Kuhkalb,2019-05-03,75,1201327940613884
650 - SPG Kuhkalb,2019-05-03,75,1201327940613885
650 - SPG Kuhkalb,2019-05-03,75,1201327940613886
650 - SPG Kuhkalb,2019-05-03,75,1201327940613887
650 - SPG Kuhkalb,2019-05-03,75,1201327940613888
650 - SPG Kuhkalb,2019-05-03,75,1201327940613889
650 - SPG Kuhkalb,2019-05-03,75,1201327940613890
650 - SPG Kuhkalb,2019-05-03,75,1201327940613891
650 - SPG Kuhkalb,2019-05-03,75,1201327940613892
650 - SPG Kuhkalb,2019-05-03,75,1201327940613893
650 - SPG Kuhkalb,2019-05-03,75,1201327940613894
650 - SPG Kuhkalb,2019-05-03,75,1201327940613895
650 - SPG Kuhkalb,2019-05-03,75,1201327940613896
650 - SPG Kuhkalb,2019-05-03,75,1201327940613897
650 - SPG Kuhkalb,2019-05-03,75,1201327940613898
650 - SPG Kuhkalb,2019-05-03,75,1201327940613899
650 - SPG Kuhkalb,2019-05-03,75,1201327940613900
650 - SPG Kuhkalb,2019-05-03,75,1201327940613901
650 - SPG Kuhkalb,2019-05-03,75,1201327940613902
650 - SPG Kuhkalb,2019-05-03,75,1201327940613903
650 - SPG Kuhkalb,2019-05-03,75,1201327940613904
650 - SPG Kuhkalb,2019-05-03,75,1201327940613905
650 - SPG Kuhkalb,2019-05-03,75,1201327940613906
650 - SPG Kuhkalb,2019-05-03,75,1201327940613907
650 - SPG Kuhkalb,2019-05-03,75,1201327940613908
640 - SPG Stierkalb,2019-05-10,60,1201327940613909
650 - SPG Kuhkalb,2019-05-10,60,1201327940613910
650 - SPG Kuhkalb,2019-05-10,61,1201327940613911
640 - SPG Stierkalb,2019-05-10,63,1201327940613912
650 - SPG Kuhkalb,2019-05-10,64,1201327940613913
650 - SPG Kuhkalb,2019-05-10,65,1201327940613914
640 - SPG Stierkalb,2019-05-10,66,1201327940613915
650 - SPG Kuhkalb,2019-05-10,69,1201327940613916
650 - SPG Kuhkalb,2019-05-10,69,1201327940613917
640 - SPG Stierkalb,2019-05-10,70,1201327940613918
650 - SPG Kuhkalb,2019-05-10,70,1201327940613919
650 - SPG Kuhkalb,2019-05-10,70,1201327940613920
650 - SPG Kuhkalb,2019-05-10,70,1201327940613921
640 - SPG Stierkalb,2019-05-10,71,1201327940613922
650 - SPG Kuhkalb,2019-05-10,71,1201327940613923
650 - SPG Kuhkalb,2019-05-10,71,1201327940613924
650 - SPG Kuhkalb,2019-05-10,71,1201327940613925
640 - SPG Stierkalb,2019-05-10,72,1201327940613926
640 - SPG Stierkalb,2019-05-10,72,1201327940613927
640 - SPG Stierkalb,2019-05-10,72,1201327940613928
640 - SPG Stierkalb,2019-05-10,72,1201327940613929
640 - SPG Stierkalb,2019-05-10,72,1201327940613930
640 - SPG Stierkalb,2019-05-10,72,1201327940613931
650 - SPG Kuhkalb,2019-05-10,72,1201327940613932
650 - SPG Kuhkalb,2019-05-10,72,1201327940613933
650 - SPG Kuhkalb,2019-05-10,72,1201327940613934
650 - SPG Kuhkalb,2019-05-10,72,1201327940613935
640 - SPG Stierkalb,2019-05-10,73,1201327940613936
650 - SPG Kuhkalb,2019-05-10,73,1201327940613937
650 - SPG Kuhkalb,2019-05-10,73,1201327940613938
650 - SPG Kuhkalb,2019-05-10,73,1201327940613939
640 - SPG Stierkalb,2019-05-10,74,1201327940613940
650 - SPG Kuhkalb,2019-05-10,74,1201327940613941
650 - SPG Kuhkalb,2019-05-10,74,1201327940613942
650 - SPG Kuhkalb,2019-05-10,74,1201327940613943
650 - SPG Kuhkalb,2019-05-10,74,1201327940613944
640 - SPG Stierkalb,2019-05-10,75,1201327940613945
640 - SPG Stierkalb,2019-05-10,75,1201327940613946
640 - SPG Stierkalb,2019-05-10,75,1201327940613947
640 - SPG Stierkalb,2019-05-10,75,1201327940613948
640 - SPG Stierkalb,2019-05-10,75,1201327940613949
640 - SPG Stierkalb,2019-05-10,75,1201327940613950
640 - SPG Stierkalb,2019-05-10,75,1201327940613951
640 - SPG Stierkalb,2019-05-10,75,1201327940613952
640 - SPG Stierkalb,2019-05-10,75,1201327940613953
640 - SPG Stierkalb,2019-05-10,75,1201327940613954
640 - SPG Stierkalb,2019-05-10,75,1201327940613955
640 - SPG Stierkalb,2019-05-10,75,1201327940613956
640 - SPG Stierkalb,2019-05-10,75,1201327940613957
640 - SPG Stierkalb,2019-05-10,75,1201327940613958
640 - SPG Stierkalb,2019-05-10,75,1201327940613959
640 - SPG Stierkalb,2019-05-10,75,1201327940613960
640 - SPG Stierkalb,2019-05-10,75,1201327940613961
640 - SPG Stierkalb,2019-05-10,75,1201327940613962
640 - SPG Stierkalb,2019-05-10,75,1201327940613963
640 - SPG Stierkalb,2019-05-10,75,1201327940613964
640 - SPG Stierkalb,2019-05-10,75,1201327940613965
640 - SPG Stierkalb,2019-05-10,75,1201327940613966
640 - SPG Stierkalb,2019-05-10,75,1201327940613967
640 - SPG Stierkalb,2019-05-10,75,1201327940613968
640 - SPG Stierkalb,2019-05-10,75,1201327940613969
640 - SPG Stierkalb,2019-05-10,75,1201327940613970
640 - SPG Stierkalb,2019-05-10,75,1201327940613971
640 - SPG Stierkalb,2019-05-10,75,1201327940613972
640 - SPG Stierkalb,2019-05-10,75,1201327940613973
640 - SPG Stierkalb,2019-05-10,75,1201327940613974
640 - SPG Stierkalb,2019-05-10,75,1201327940613975
640 - SPG Stierkalb,2019-05-10,75,1201327940613976
640 - SPG Stierkalb,2019-05-10,75,1201327940613977
640 - SPG Stierkalb,2019-05-10,75,1201327940613978
640 - SPG Stierkalb,2019-05-10,75,1201327940613979
640 - SPG Stierkalb,2019-05-10,75,1201327940613980
640 - SPG Stierkalb,2019-05-10,75,1201327940613981
640 - SPG Stierkalb,2019-05-10,75,1201327940613982
640 - SPG Stierkalb,2019-05-10,75,1201327940613983
640 - SPG Stierkalb,2019-05-10,75,1201327940613984
640 - SPG Stierkalb,2019-05-10,75,1201327940613985
640 - SPG Stierkalb,2019-05-10,75,1201327940613986
640 - SPG Stierkalb,2019-05-10,75,1201327940613987
640 - SPG Stierkalb,2019-05-10,75,1201327940613988
640 - SPG Stierkalb,2019-05-10,75,1201327940613989
640 - SPG Stierkalb,2019-05-10,75,1201327940613990
640 - SPG Stierkalb,2019-05-10,75,1201327940613991
640 - SPG Stierkalb,2019-05-10,75,1201327940613992
640 - SPG Stierkalb,2019-05-10,75,1201327940613993
640 - SPG Stierkalb,2019-05-10,75,1201327940613994
640 - SPG Stierkalb,2019-05-10,75,1201327940613995
640 - SPG Stierkalb,2019-05-10,75,1201327940613996
640 - SPG Stierkalb,2019-05-10,75,1201327940613997
640 - SPG Stierkalb,2019-05-10,75,1201327940613998
640 - SPG Stierkalb,2019-05-10,75,1201327940613999
650 - SPG Kuhkalb,2019-05-10,75,1201327940614000
650 - SPG Kuhkalb,2019-05-10,75,1201327940614001
650 - SPG Kuhkalb,2019-05-10,75,1201327940614002
650 - SPG Kuhkalb,2019-05-10,75,1201327940614003
650 - SPG Kuhkalb,2019-05-10,75,1201327940614004
650 - SPG Kuhkalb,2019-05-10,75,1201327940614005
650 - SPG Kuhkalb,2019-05-10,75,1201327940614006
650 - SPG Kuhkalb,2019-05-10,75,1201327940614007
650 - SPG Kuhkalb,2019-05-10,75,1201327940614008
650 - SPG Kuhkalb,2019-05-10,75,1201327940614009
650 - SPG Kuhkalb,2019-05-10,75,1201327940614010
650 - SPG Kuhkalb,2019-05-10,75,1201327940614011
650 - SPG Kuhkalb,2019-05-10,75,1201327940614012
650 - SPG Kuhkalb,2019-05-10,75,1201327940614013
650 - SPG Kuhkalb,2019-05-10,75,1201327940614014
650 - SPG Kuhkalb,2019-05-10,75,1201327940614015
650 - SPG Kuhkalb,2019-05-10,75,1201327940614016
650 - SPG Kuhkalb,2019-05-10,75,1201327940614017
650 - SPG Kuhkalb,2019-05-10,75,1201327940614018
650 - SPG Kuhkalb,2019-05-10,75,1201327940614019
650 - SPG Kuhkalb,2019-05-10,75,1201327940614020
650 - SPG Kuhkalb,2019-05-10,75,1201327940614021
650 - SPG Kuhkalb,2019-05-10,75,1201327940614022
650 - SPG Kuhkalb,2019-05-10,75,1201327940614023
650 - SPG Kuhkalb,2019-05-10,75,1201327940614024
650 - SPG Kuhkalb,2019-05-10,75,1201327940614025
650 - SPG Kuhkalb,2019-05-10,75,1201327940614026
650 - SPG Kuhkalb,2019-05-10,75,1201327940614027
650 - SPG Kuhkalb,2019-05-10,75,1201327940614028
650 - SPG Kuhkalb,2019-05-10,75,1201327940614029
650 - SPG Kuhkalb,2019-05-10,75,1201327940614030
650 - SPG Kuhkalb,2019-05-10,75,1201327940614031
650 - SPG Kuhkalb,2019-05-10,75,1201327940614032
650 - SPG Kuhkalb,2019-05-10,75,1201327940614033
650 - SPG Kuhkalb,2019-05-10,75,1201327940614034
650 - SPG Kuhkalb,2019-05-10,75,1201327940614035
650 - SPG Kuhkalb,2019-05-10,75,1201327940614036
640 - SPG Stierkalb,2019-05-15,75,1201327940614037
640 - SPG Stierkalb,2019-05-17,58,1201327940614038
650 - SPG Kuhkalb,2019-05-17,60,1201327940614039
650 - SPG Kuhkalb,2019-05-17,60,1201327940614040
640 - SPG Stierkalb,2019-05-17,61,1201327940614041
650 - SPG Kuhkalb,2019-05-17,64,1201327940614042
650 - SPG Kuhkalb,2019-05-17,64,1201327940614043
650 - SPG Kuhkalb,2019-05-17,65,1201327940614044
650 - SPG Kuhkalb,2019-05-17,68,1201327940614045
650 - SPG Kuhkalb,2019-05-17,68,1201327940614046
650 - SPG Kuhkalb,2019-05-17,68,1201327940614047
640 - SPG Stierkalb,2019-05-17,69,1201327940614048
650 - SPG Kuhkalb,2019-05-17,70,1201327940614049
650 - SPG Kuhkalb,2019-05-17,70,1201327940614050
650 - SPG Kuhkalb,2019-05-17,70,1201327940614051
650 - SPG Kuhkalb,2019-05-17,70,1201327940614052
650 - SPG Kuhkalb,2019-05-17,71,1201327940614053
650 - SPG Kuhkalb,2019-05-17,71,1201327940614054
640 - SPG Stierkalb,2019-05-17,72,1201327940614055
640 - SPG Stierkalb,2019-05-17,72,1201327940614056
640 - SPG Stierkalb,2019-05-17,72,1201327940614057
640 - SPG Stierkalb,2019-05-17,72,1201327940614058
640 - SPG Stierkalb,2019-05-17,72,1201327940614059
640 - SPG Stierkalb,2019-05-17,72,1201327940614060
650 - SPG Kuhkalb,2019-05-17,72,1201327940614061
650 - SPG Kuhkalb,2019-05-17,72,1201327940614062
650 - SPG Kuhkalb,2019-05-17,72,1201327940614063
650 - SPG Kuhkalb,2019-05-17,72,1201327940614064
640 - SPG Stierkalb,2019-05-17,73,1201327940614065
650 - SPG Kuhkalb,2019-05-17,73,1201327940614066
650 - SPG Kuhkalb,2019-05-17,73,1201327940614067
650 - SPG Kuhkalb,2019-05-17,73,1201327940614068
640 - SPG Stierkalb,2019-05-17,74,1201327940614069
640 - SPG Stierkalb,2019-05-17,75,1201327940614070
640 - SPG Stierkalb,2019-05-17,75,1201327940614071
640 - SPG Stierkalb,2019-05-17,75,1201327940614072
640 - SPG Stierkalb,2019-05-17,75,1201327940614073
640 - SPG Stierkalb,2019-05-17,75,1201327940614074
640 - SPG Stierkalb,2019-05-17,75,1201327940614075
640 - SPG Stierkalb,2019-05-17,75,1201327940614076
640 - SPG Stierkalb,2019-05-17,75,1201327940614077
640 - SPG Stierkalb,2019-05-17,75,1201327940614078
640 - SPG Stierkalb,2019-05-17,75,1201327940614079
640 - SPG Stierkalb,2019-05-17,75,1201327940614080
640 - SPG Stierkalb,2019-05-17,75,1201327940614081
640 - SPG Stierkalb,2019-05-17,75,1201327940614082
640 - SPG Stierkalb,2019-05-17,75,1201327940614083
640 - SPG Stierkalb,2019-05-17,75,1201327940614084
640 - SPG Stierkalb,2019-05-17,75,1201327940614085
640 - SPG Stierkalb,2019-05-17,75,1201327940614086
640 - SPG Stierkalb,2019-05-17,75,1201327940614087
640 - SPG Stierkalb,2019-05-17,75,1201327940614088
640 - SPG Stierkalb,2019-05-17,75,1201327940614089
640 - SPG Stierkalb,2019-05-17,75,1201327940614090
640 - SPG Stierkalb,2019-05-17,75,1201327940614091
640 - SPG Stierkalb,2019-05-17,75,1201327940614092
640 - SPG Stierkalb,2019-05-17,75,1201327940614093
640 - SPG Stierkalb,2019-05-17,75,1201327940614094
640 - SPG Stierkalb,2019-05-17,75,1201327940614095
640 - SPG Stierkalb,2019-05-17,75,1201327940614096
640 - SPG Stierkalb,2019-05-17,75,1201327940614097
640 - SPG Stierkalb,2019-05-17,75,1201327940614098
640 - SPG Stierkalb,2019-05-17,75,1201327940614099
640 - SPG Stierkalb,2019-05-17,75,1201327940614100
640 - SPG Stierkalb,2019-05-17,75,1201327940614101
640 - SPG Stierkalb,2019-05-17,75,1201327940614102
640 - SPG Stierkalb,2019-05-17,75,1201327940614103
640 - SPG Stierkalb,2019-05-17,75,1201327940614104
640 - SPG Stierkalb,2019-05-17,75,1201327940614105
640 - SPG Stierkalb,2019-05-17,75,1201327940614106
640 - SPG Stierkalb,2019-05-17,75,1201327940614107
640 - SPG Stierkalb,2019-05-17,75,1201327940614108
640 - SPG Stierkalb,2019-05-17,75,1201327940614109
640 - SPG Stierkalb,2019-05-17,75,1201327940614110
640 - SPG Stierkalb,2019-05-17,75,1201327940614111
640 - SPG Stierkalb,2019-05-17,75,1201327940614112
640 - SPG Stierkalb,2019-05-17,75,1201327940614113
640 - SPG Stierkalb,2019-05-17,75,1201327940614114
640 - SPG Stierkalb,2019-05-17,75,1201327940614115
650 - SPG Kuhkalb,2019-05-17,75,1201327940614116
650 - SPG Kuhkalb,2019-05-17,75,1201327940614117
650 - SPG Kuhkalb,2019-05-17,75,1201327940614118
650 - SPG Kuhkalb,2019-05-17,75,1201327940614119
650 - SPG Kuhkalb,2019-05-17,75,1201327940614120
650 - SPG Kuhkalb,2019-05-17,75,1201327940614121
650 - SPG Kuhkalb,2019-05-17,75,1201327940614122
650 - SPG Kuhkalb,2019-05-17,75,1201327940614123
650 - SPG Kuhkalb,2019-05-17,75,1201327940614124
650 - SPG Kuhkalb,2019-05-17,75,1201327940614125
650 - SPG Kuhkalb,2019-05-17,75,1201327940614126
650 - SPG Kuhkalb,2019-05-17,75,1201327940614127
650 - SPG Kuhkalb,2019-05-17,75,1201327940614128
650 - SPG Kuhkalb,2019-05-17,75,1201327940614129
650 - SPG Kuhkalb,2019-05-17,75,1201327940614130
