Vianco_data,,,
Gattung,GewogenAm,GewichtBezahlt,TVD
640 - SPG Stierkalb,2017-08-04,75,120132794063178
640 - SPG Stierkalb,2017-08-04,75,120132794063179
640 - SPG Stierkalb,2017-08-04,75,120132794063180
640 - SPG Stierkalb,2017-08-04,75,120132794063181
640 - SPG Stierkalb,2017-08-04,75,120132794063182
640 - SPG Stierkalb,2017-08-04,75,120132794063183
640 - SPG Stierkalb,2017-08-04,75,120132794063184
640 - SPG Stierkalb,2017-08-04,75,120132794063185
640 - SPG Stierkalb,2017-08-04,75,120132794063186
640 - SPG Stierkalb,2017-08-04,75,120132794063187
640 - SPG Stierkalb,2017-08-04,75,120132794063188
640 - SPG Stierkalb,2017-08-04,75,120132794063189
640 - SPG Stierkalb,2017-08-04,75,120132794063190
640 - SPG Stierkalb,2017-08-04,75,120132794063191
640 - SPG Stierkalb,2017-08-04,75,120132794063192
640 - SPG Stierkalb,2017-08-04,75,120132794063193
640 - SPG Stierkalb,2017-08-04,75,120132794063194
640 - SPG Stierkalb,2017-08-04,75,120132794063195
640 - SPG Stierkalb,2017-08-04,75,120132794063196
640 - SPG Stierkalb,2017-08-04,75,120132794063197
650 - SPG Kuhkalb,2017-08-04,75,120132794063198
650 - SPG Kuhkalb,2017-08-04,75,120132794063199
650 - SPG Kuhkalb,2017-08-04,75,120132794063200
650 - SPG Kuhkalb,2017-08-04,75,120132794063201
650 - SPG Kuhkalb,2017-08-04,75,120132794063202
650 - SPG Kuhkalb,2017-08-04,75,120132794063203
650 - SPG Kuhkalb,2017-08-04,75,120132794063204
650 - SPG Kuhkalb,2017-08-04,75,120132794063205
650 - SPG Kuhkalb,2017-08-04,75,120132794063206
650 - SPG Kuhkalb,2017-08-04,75,120132794063207
650 - SPG Kuhkalb,2017-08-04,75,120132794063208
650 - SPG Kuhkalb,2017-08-04,75,120132794063209
650 - SPG Kuhkalb,2017-08-04,75,120132794063210
650 - SPG Kuhkalb,2017-08-04,75,120132794063211
650 - SPG Kuhkalb,2017-08-04,75,120132794063212
650 - SPG Kuhkalb,2017-08-04,75,120132794063213
650 - SPG Kuhkalb,2017-08-04,75,120132794063214
650 - SPG Kuhkalb,2017-08-04,75,120132794063215
650 - SPG Kuhkalb,2017-08-04,75,120132794063216
650 - SPG Kuhkalb,2017-08-04,75,120132794063217
650 - SPG Kuhkalb,2017-08-04,75,120132794063218
650 - SPG Kuhkalb,2017-08-04,75,120132794063219
650 - SPG Kuhkalb,2017-08-04,75,120132794063220
650 - SPG Kuhkalb,2017-08-11,39,120132794063221
650 - SPG Kuhkalb,2017-08-11,56,120132794063222
650 - SPG Kuhkalb,2017-08-11,59,120132794063223
650 - SPG Kuhkalb,2017-08-11,61,120132794063224
640 - SPG Stierkalb,2017-08-11,65,120132794063225
650 - SPG Kuhkalb,2017-08-11,65,120132794063226
640 - SPG Stierkalb,2017-08-11,66,120132794063227
650 - SPG Kuhkalb,2017-08-11,66,120132794063228
650 - SPG Kuhkalb,2017-08-11,66,120132794063229
650 - SPG Kuhkalb,2017-08-11,67,120132794063230
650 - SPG Kuhkalb,2017-08-11,68,120132794063231
640 - SPG Stierkalb,2017-08-11,70,120132794063232
640 - SPG Stierkalb,2017-08-11,70,120132794063233
650 - SPG Kuhkalb,2017-08-11,70,120132794063234
650 - SPG Kuhkalb,2017-08-11,70,120132794063235
650 - SPG Kuhkalb,2017-08-11,70,120132794063236
640 - SPG Stierkalb,2017-08-11,71,120132794063237
640 - SPG Stierkalb,2017-08-11,71,120132794063238
640 - SPG Stierkalb,2017-08-11,71,120132794063239
640 - SPG Stierkalb,2017-08-11,71,120132794063240
640 - SPG Stierkalb,2017-08-11,71,120132794063241
640 - SPG Stierkalb,2017-08-11,71,120132794063242
650 - SPG Kuhkalb,2017-08-11,71,120132794063243
650 - SPG Kuhkalb,2017-08-11,71,120132794063244
640 - SPG Stierkalb,2017-08-11,72,120132794063245
650 - SPG Kuhkalb,2017-08-11,72,120132794063246
650 - SPG Kuhkalb,2017-08-11,72,120132794063247
650 - SPG Kuhkalb,2017-08-11,73,120132794063248
640 - SPG Stierkalb,2017-08-11,74,120132794063249
650 - SPG Kuhkalb,2017-08-11,74,120132794063250
650 - SPG Kuhkalb,2017-08-11,74,120132794063251
640 - SPG Stierkalb,2017-08-11,75,120132794063252
640 - SPG Stierkalb,2017-08-11,75,120132794063253
640 - SPG Stierkalb,2017-08-11,75,120132794063254
640 - SPG Stierkalb,2017-08-11,75,120132794063255
640 - SPG Stierkalb,2017-08-11,75,120132794063256
640 - SPG Stierkalb,2017-08-11,75,120132794063257
640 - SPG Stierkalb,2017-08-11,75,120132794063258
640 - SPG Stierkalb,2017-08-11,75,120132794063259
640 - SPG Stierkalb,2017-08-11,75,120132794063260
640 - SPG Stierkalb,2017-08-11,75,120132794063261
640 - SPG Stierkalb,2017-08-11,75,120132794063262
640 - SPG Stierkalb,2017-08-11,75,120132794063263
640 - SPG Stierkalb,2017-08-11,75,120132794063264
640 - SPG Stierkalb,2017-08-11,75,120132794063265
640 - SPG Stierkalb,2017-08-11,75,120132794063266
640 - SPG Stierkalb,2017-08-11,75,120132794063267
640 - SPG Stierkalb,2017-08-11,75,120132794063268
640 - SPG Stierkalb,2017-08-11,75,120132794063269
640 - SPG Stierkalb,2017-08-11,75,120132794063270
640 - SPG Stierkalb,2017-08-11,75,120132794063271
640 - SPG Stierkalb,2017-08-11,75,120132794063272
640 - SPG Stierkalb,2017-08-11,75,120132794063273
640 - SPG Stierkalb,2017-08-11,75,120132794063274
640 - SPG Stierkalb,2017-08-11,75,120132794063275
640 - SPG Stierkalb,2017-08-11,75,120132794063276
640 - SPG Stierkalb,2017-08-11,75,120132794063277
640 - SPG Stierkalb,2017-08-11,75,120132794063278
640 - SPG Stierkalb,2017-08-11,75,120132794063279
640 - SPG Stierkalb,2017-08-11,75,120132794063280
640 - SPG Stierkalb,2017-08-11,75,120132794063281
640 - SPG Stierkalb,2017-08-11,75,120132794063282
640 - SPG Stierkalb,2017-08-11,75,120132794063283
640 - SPG Stierkalb,2017-08-11,75,120132794063284
640 - SPG Stierkalb,2017-08-11,75,120132794063285
640 - SPG Stierkalb,2017-08-11,75,120132794063286
640 - SPG Stierkalb,2017-08-11,75,120132794063287
640 - SPG Stierkalb,2017-08-11,75,120132794063288
640 - SPG Stierkalb,2017-08-11,75,120132794063289
640 - SPG Stierkalb,2017-08-11,75,120132794063290
640 - SPG Stierkalb,2017-08-11,75,120132794063291
640 - SPG Stierkalb,2017-08-11,75,120132794063292
640 - SPG Stierkalb,2017-08-11,75,120132794063293
650 - SPG Kuhkalb,2017-08-11,75,120132794063294
650 - SPG Kuhkalb,2017-08-11,75,120132794063295
650 - SPG Kuhkalb,2017-08-11,75,120132794063296
650 - SPG Kuhkalb,2017-08-11,75,120132794063297
650 - SPG Kuhkalb,2017-08-11,75,120132794063298
650 - SPG Kuhkalb,2017-08-11,75,120132794063299
650 - SPG Kuhkalb,2017-08-11,75,120132794063300
650 - SPG Kuhkalb,2017-08-11,75,120132794063301
650 - SPG Kuhkalb,2017-08-11,75,120132794063302
650 - SPG Kuhkalb,2017-08-11,75,120132794063303
650 - SPG Kuhkalb,2017-08-11,75,120132794063304
650 - SPG Kuhkalb,2017-08-11,75,120132794063305
650 - SPG Kuhkalb,2017-08-11,75,120132794063306
650 - SPG Kuhkalb,2017-08-11,75,120132794063307
650 - SPG Kuhkalb,2017-08-11,75,120132794063308
650 - SPG Kuhkalb,2017-08-11,75,120132794063309
650 - SPG Kuhkalb,2017-08-11,75,120132794063310
650 - SPG Kuhkalb,2017-08-11,75,120132794063311
650 - SPG Kuhkalb,2017-08-11,75,120132794063312
650 - SPG Kuhkalb,2017-08-11,75,120132794063313
650 - SPG Kuhkalb,2017-08-11,75,120132794063314
650 - SPG Kuhkalb,2017-08-11,75,120132794063315
650 - SPG Kuhkalb,2017-08-11,75,120132794063316
650 - SPG Kuhkalb,2017-08-11,75,120132794063317
650 - SPG Kuhkalb,2017-08-11,75,120132794063318
640 - SPG Stierkalb,2017-08-18,50,120132794063319
650 - SPG Kuhkalb,2017-08-18,52,120132794063320
650 - SPG Kuhkalb,2017-08-18,59,120132794063321
650 - SPG Kuhkalb,2017-08-18,64,120132794063322
650 - SPG Kuhkalb,2017-08-18,66,120132794063323
650 - SPG Kuhkalb,2017-08-18,66,120132794063324
650 - SPG Kuhkalb,2017-08-18,67,120132794063325
650 - SPG Kuhkalb,2017-08-18,67,120132794063326
640 - SPG Stierkalb,2017-08-18,68,120132794063327
650 - SPG Kuhkalb,2017-08-18,68,120132794063328
640 - SPG Stierkalb,2017-08-18,69,120132794063329
650 - SPG Kuhkalb,2017-08-18,69,120132794063330
640 - SPG Stierkalb,2017-08-18,70,120132794063331
650 - SPG Kuhkalb,2017-08-18,70,120132794063332
650 - SPG Kuhkalb,2017-08-18,70,120132794063333
650 - SPG Kuhkalb,2017-08-18,70,120132794063334
640 - SPG Stierkalb,2017-08-18,71,120132794063335
640 - SPG Stierkalb,2017-08-18,71,120132794063336
650 - SPG Kuhkalb,2017-08-18,71,120132794063337
650 - SPG Kuhkalb,2017-08-18,71,120132794063338
650 - SPG Kuhkalb,2017-08-18,72,120132794063339
650 - SPG Kuhkalb,2017-08-18,72,120132794063340
650 - SPG Kuhkalb,2017-08-18,72,120132794063341
650 - SPG Kuhkalb,2017-08-18,72,120132794063342
640 - SPG Stierkalb,2017-08-18,73,120132794063343
650 - SPG Kuhkalb,2017-08-18,73,120132794063344
650 - SPG Kuhkalb,2017-08-18,73,120132794063345
650 - SPG Kuhkalb,2017-08-18,73,120132794063346
640 - SPG Stierkalb,2017-08-18,74,120132794063347
650 - SPG Kuhkalb,2017-08-18,74,120132794063348
650 - SPG Kuhkalb,2017-08-18,74,120132794063349
640 - SPG Stierkalb,2017-08-18,75,120132794063350
640 - SPG Stierkalb,2017-08-18,75,120132794063351
640 - SPG Stierkalb,2017-08-18,75,120132794063352
640 - SPG Stierkalb,2017-08-18,75,120132794063353
640 - SPG Stierkalb,2017-08-18,75,120132794063354
640 - SPG Stierkalb,2017-08-18,75,120132794063355
640 - SPG Stierkalb,2017-08-18,75,120132794063356
640 - SPG Stierkalb,2017-08-18,75,120132794063357
640 - SPG Stierkalb,2017-08-18,75,120132794063358
640 - SPG Stierkalb,2017-08-18,75,120132794063359
640 - SPG Stierkalb,2017-08-18,75,120132794063360
640 - SPG Stierkalb,2017-08-18,75,120132794063361
640 - SPG Stierkalb,2017-08-18,75,120132794063362
640 - SPG Stierkalb,2017-08-18,75,120132794063363
640 - SPG Stierkalb,2017-08-18,75,120132794063364
640 - SPG Stierkalb,2017-08-18,75,120132794063365
640 - SPG Stierkalb,2017-08-18,75,120132794063366
640 - SPG Stierkalb,2017-08-18,75,120132794063367
640 - SPG Stierkalb,2017-08-18,75,120132794063368
640 - SPG Stierkalb,2017-08-18,75,120132794063369
640 - SPG Stierkalb,2017-08-18,75,120132794063370
640 - SPG Stierkalb,2017-08-18,75,120132794063371
640 - SPG Stierkalb,2017-08-18,75,120132794063372
640 - SPG Stierkalb,2017-08-18,75,120132794063373
640 - SPG Stierkalb,2017-08-18,75,120132794063374
640 - SPG Stierkalb,2017-08-18,75,120132794063375
640 - SPG Stierkalb,2017-08-18,75,120132794063376
640 - SPG Stierkalb,2017-08-18,75,120132794063377
640 - SPG Stierkalb,2017-08-18,75,120132794063378
640 - SPG Stierkalb,2017-08-18,75,120132794063379
640 - SPG Stierkalb,2017-08-18,75,120132794063380
640 - SPG Stierkalb,2017-08-18,75,120132794063381
640 - SPG Stierkalb,2017-08-18,75,120132794063382
640 - SPG Stierkalb,2017-08-18,75,120132794063383
640 - SPG Stierkalb,2017-08-18,75,120132794063384
640 - SPG Stierkalb,2017-08-18,75,120132794063385
640 - SPG Stierkalb,2017-08-18,75,120132794063386
640 - SPG Stierkalb,2017-08-18,75,120132794063387
640 - SPG Stierkalb,2017-08-18,75,120132794063388
640 - SPG Stierkalb,2017-08-18,75,120132794063389
640 - SPG Stierkalb,2017-08-18,75,120132794063390
640 - SPG Stierkalb,2017-08-18,75,120132794063391
640 - SPG Stierkalb,2017-08-18,75,120132794063392
640 - SPG Stierkalb,2017-08-18,75,120132794063393
640 - SPG Stierkalb,2017-08-18,75,120132794063394
640 - SPG Stierkalb,2017-08-18,75,120132794063395
640 - SPG Stierkalb,2017-08-18,75,120132794063396
640 - SPG Stierkalb,2017-08-18,75,120132794063397
640 - SPG Stierkalb,2017-08-18,75,120132794063398
640 - SPG Stierkalb,2017-08-18,75,120132794063399
640 - SPG Stierkalb,2017-08-18,75,120132794063400
640 - SPG Stierkalb,2017-08-18,75,120132794063401
640 - SPG Stierkalb,2017-08-18,75,120132794063402
640 - SPG Stierkalb,2017-08-18,75,120132794063403
640 - SPG Stierkalb,2017-08-18,75,120132794063404
640 - SPG Stierkalb,2017-08-18,75,120132794063405
640 - SPG Stierkalb,2017-08-18,75,120132794063406
640 - SPG Stierkalb,2017-08-18,75,120132794063407
640 - SPG Stierkalb,2017-08-18,75,120132794063408
650 - SPG Kuhkalb,2017-08-18,75,120132794063409
650 - SPG Kuhkalb,2017-08-18,75,120132794063410
650 - SPG Kuhkalb,2017-08-18,75,120132794063411
650 - SPG Kuhkalb,2017-08-18,75,120132794063412
650 - SPG Kuhkalb,2017-08-18,75,120132794063413
650 - SPG Kuhkalb,2017-08-18,75,120132794063414
650 - SPG Kuhkalb,2017-08-18,75,120132794063415
650 - SPG Kuhkalb,2017-08-18,75,120132794063416
650 - SPG Kuhkalb,2017-08-18,75,120132794063417
650 - SPG Kuhkalb,2017-08-18,75,120132794063418
650 - SPG Kuhkalb,2017-08-18,75,120132794063419
650 - SPG Kuhkalb,2017-08-18,75,120132794063420
650 - SPG Kuhkalb,2017-08-18,75,120132794063421
650 - SPG Kuhkalb,2017-08-18,75,120132794063422
650 - SPG Kuhkalb,2017-08-18,75,120132794063423
650 - SPG Kuhkalb,2017-08-18,75,120132794063424
650 - SPG Kuhkalb,2017-08-18,75,120132794063425
650 - SPG Kuhkalb,2017-08-18,75,120132794063426
650 - SPG Kuhkalb,2017-08-18,75,120132794063427
650 - SPG Kuhkalb,2017-08-18,75,120132794063428
650 - SPG Kuhkalb,2017-08-18,75,120132794063429
650 - SPG Kuhkalb,2017-08-18,75,120132794063430
650 - SPG Kuhkalb,2017-08-18,75,120132794063431
650 - SPG Kuhkalb,2017-08-18,75,120132794063432
650 - SPG Kuhkalb,2017-08-18,75,120132794063433
650 - SPG Kuhkalb,2017-08-18,75,120132794063434
650 - SPG Kuhkalb,2017-08-18,75,120132794063435
650 - SPG Kuhkalb,2017-08-18,75,120132794063436
650 - SPG Kuhkalb,2017-08-18,75,120132794063437
650 - SPG Kuhkalb,2017-08-18,75,120132794063438
650 - SPG Kuhkalb,2017-08-18,75,120132794063439
650 - SPG Kuhkalb,2017-08-18,75,120132794063440
650 - SPG Kuhkalb,2017-08-18,75,120132794063441
650 - SPG Kuhkalb,2017-08-18,75,120132794063442
650 - SPG Kuhkalb,2017-08-18,75,120132794063443
650 - SPG Kuhkalb,2017-08-18,75,120132794063444
650 - SPG Kuhkalb,2017-08-18,75,120132794063445
640 - SPG Stierkalb,2017-08-24,75,120132794063446
640 - SPG Stierkalb,2017-08-25,56,120132794063447
640 - SPG Stierkalb,2017-08-25,56,120132794063448
640 - SPG Stierkalb,2017-08-25,59,120132794063449
640 - SPG Stierkalb,2017-08-25,61,120132794063450
640 - SPG Stierkalb,2017-08-25,65,120132794063451
640 - SPG Stierkalb,2017-08-25,65,120132794063452
650 - SPG Kuhkalb,2017-08-25,65,120132794063453
640 - SPG Stierkalb,2017-08-25,67,120132794063454
640 - SPG Stierkalb,2017-08-25,67,120132794063455
650 - SPG Kuhkalb,2017-08-25,68,120132794063456
650 - SPG Kuhkalb,2017-08-25,69,120132794063457
650 - SPG Kuhkalb,2017-08-25,69,120132794063458
640 - SPG Stierkalb,2017-08-25,70,120132794063459
640 - SPG Stierkalb,2017-08-25,70,120132794063460
650 - SPG Kuhkalb,2017-08-25,70,120132794063461
640 - SPG Stierkalb,2017-08-25,71,120132794063462
640 - SPG Stierkalb,2017-08-25,72,120132794063463
650 - SPG Kuhkalb,2017-08-25,72,120132794063464
640 - SPG Stierkalb,2017-08-25,73,120132794063465
640 - SPG Stierkalb,2017-08-25,73,120132794063466
640 - SPG Stierkalb,2017-08-25,73,120132794063467
640 - SPG Stierkalb,2017-08-25,73,120132794063468
650 - SPG Kuhkalb,2017-08-25,73,120132794063469
650 - SPG Kuhkalb,2017-08-25,73,120132794063470
640 - SPG Stierkalb,2017-08-25,74,120132794063471
650 - SPG Kuhkalb,2017-08-25,74,120132794063472
640 - SPG Stierkalb,2017-08-25,75,120132794063473
640 - SPG Stierkalb,2017-08-25,75,120132794063474
640 - SPG Stierkalb,2017-08-25,75,120132794063475
640 - SPG Stierkalb,2017-08-25,75,120132794063476
640 - SPG Stierkalb,2017-08-25,75,120132794063477
640 - SPG Stierkalb,2017-08-25,75,120132794063478
640 - SPG Stierkalb,2017-08-25,75,120132794063479
640 - SPG Stierkalb,2017-08-25,75,120132794063480
640 - SPG Stierkalb,2017-08-25,75,120132794063481
640 - SPG Stierkalb,2017-08-25,75,120132794063482
640 - SPG Stierkalb,2017-08-25,75,120132794063483
640 - SPG Stierkalb,2017-08-25,75,120132794063484
640 - SPG Stierkalb,2017-08-25,75,120132794063485
640 - SPG Stierkalb,2017-08-25,75,120132794063486
640 - SPG Stierkalb,2017-08-25,75,120132794063487
640 - SPG Stierkalb,2017-08-25,75,120132794063488
640 - SPG Stierkalb,2017-08-25,75,120132794063489
640 - SPG Stierkalb,2017-08-25,75,120132794063490
640 - SPG Stierkalb,2017-08-25,75,120132794063491
640 - SPG Stierkalb,2017-08-25,75,120132794063492
640 - SPG Stierkalb,2017-08-25,75,120132794063493
640 - SPG Stierkalb,2017-08-25,75,120132794063494
640 - SPG Stierkalb,2017-08-25,75,120132794063495
640 - SPG Stierkalb,2017-08-25,75,120132794063496
640 - SPG Stierkalb,2017-08-25,75,120132794063497
640 - SPG Stierkalb,2017-08-25,75,120132794063498
640 - SPG Stierkalb,2017-08-25,75,120132794063499
640 - SPG Stierkalb,2017-08-25,75,120132794063500
640 - SPG Stierkalb,2017-08-25,75,120132794063501
640 - SPG Stierkalb,2017-08-25,75,120132794063502
640 - SPG Stierkalb,2017-08-25,75,120132794063503
640 - SPG Stierkalb,2017-08-25,75,120132794063504
640 - SPG Stierkalb,2017-08-25,75,120132794063505
640 - SPG Stierkalb,2017-08-25,75,120132794063506
640 - SPG Stierkalb,2017-08-25,75,120132794063507
640 - SPG Stierkalb,2017-08-25,75,120132794063508
640 - SPG Stierkalb,2017-08-25,75,120132794063509
640 - SPG Stierkalb,2017-08-25,75,120132794063510
640 - SPG Stierkalb,2017-08-25,75,120132794063511
640 - SPG Stierkalb,2017-08-25,75,120132794063512
640 - SPG Stierkalb,2017-08-25,75,120132794063513
640 - SPG Stierkalb,2017-08-25,75,120132794063514
640 - SPG Stierkalb,2017-08-25,75,120132794063515
640 - SPG Stierkalb,2017-08-25,75,120132794063516
640 - SPG Stierkalb,2017-08-25,75,120132794063517
640 - SPG Stierkalb,2017-08-25,75,120132794063518
640 - SPG Stierkalb,2017-08-25,75,120132794063519
640 - SPG Stierkalb,2017-08-25,75,120132794063520
640 - SPG Stierkalb,2017-08-25,75,120132794063521
640 - SPG Stierkalb,2017-08-25,75,120132794063522
650 - SPG Kuhkalb,2017-08-25,75,120132794063523
650 - SPG Kuhkalb,2017-08-25,75,120132794063524
650 - SPG Kuhkalb,2017-08-25,75,120132794063525
650 - SPG Kuhkalb,2017-08-25,75,120132794063526
650 - SPG Kuhkalb,2017-08-25,75,120132794063527
650 - SPG Kuhkalb,2017-08-25,75,120132794063528
650 - SPG Kuhkalb,2017-08-25,75,120132794063529
650 - SPG Kuhkalb,2017-08-25,75,120132794063530
650 - SPG Kuhkalb,2017-08-25,75,120132794063531
650 - SPG Kuhkalb,2017-08-25,75,120132794063532
650 - SPG Kuhkalb,2017-08-25,75,120132794063533
650 - SPG Kuhkalb,2017-08-25,75,120132794063534
650 - SPG Kuhkalb,2017-08-25,75,120132794063535
650 - SPG Kuhkalb,2017-08-25,75,120132794063536
650 - SPG Kuhkalb,2017-08-25,75,120132794063537
650 - SPG Kuhkalb,2017-08-25,75,120132794063538
650 - SPG Kuhkalb,2017-08-25,75,120132794063539
650 - SPG Kuhkalb,2017-08-25,75,120132794063540
650 - SPG Kuhkalb,2017-08-25,75,120132794063541
650 - SPG Kuhkalb,2017-08-25,75,120132794063542
650 - SPG Kuhkalb,2017-08-25,75,120132794063543
650 - SPG Kuhkalb,2017-08-25,75,120132794063544
650 - SPG Kuhkalb,2017-08-25,75,120132794063545
650 - SPG Kuhkalb,2017-08-25,75,120132794063546
650 - SPG Kuhkalb,2017-08-25,75,120132794063547
650 - SPG Kuhkalb,2017-08-25,75,120132794063548
650 - SPG Kuhkalb,2017-08-25,75,120132794063549
650 - SPG Kuhkalb,2017-08-25,75,120132794063550
650 - SPG Kuhkalb,2017-08-25,75,120132794063551
650 - SPG Kuhkalb,2017-08-25,75,120132794063552
640 - SPG Stierkalb,2017-08-30,75,120132794063553
650 - SPG Kuhkalb,2017-09-01,51,120132794063554
650 - SPG Kuhkalb,2017-09-01,53,120132794063555
650 - SPG Kuhkalb,2017-09-01,53,120132794063556
650 - SPG Kuhkalb,2017-09-01,55,120132794063557
650 - SPG Kuhkalb,2017-09-01,55,120132794063558
650 - SPG Kuhkalb,2017-09-01,61,120132794063559
650 - SPG Kuhkalb,2017-09-01,62,120132794063560
650 - SPG Kuhkalb,2017-09-01,63,120132794063561
650 - SPG Kuhkalb,2017-09-01,64,120132794063562
650 - SPG Kuhkalb,2017-09-01,64,120132794063563
650 - SPG Kuhkalb,2017-09-01,65,120132794063564
640 - SPG Stierkalb,2017-09-01,66,120132794063565
650 - SPG Kuhkalb,2017-09-01,66,120132794063566
640 - SPG Stierkalb,2017-09-01,67,120132794063567
650 - SPG Kuhkalb,2017-09-01,67,120132794063568
650 - SPG Kuhkalb,2017-09-01,67,120132794063569
650 - SPG Kuhkalb,2017-09-01,67,120132794063570
640 - SPG Stierkalb,2017-09-01,68,120132794063571
650 - SPG Kuhkalb,2017-09-01,68,120132794063572
650 - SPG Kuhkalb,2017-09-01,68,120132794063573
650 - SPG Kuhkalb,2017-09-01,68,120132794063574
650 - SPG Kuhkalb,2017-09-01,69,120132794063575
650 - SPG Kuhkalb,2017-09-01,69,120132794063576
640 - SPG Stierkalb,2017-09-01,70,120132794063577
640 - SPG Stierkalb,2017-09-01,70,120132794063578
640 - SPG Stierkalb,2017-09-01,70,120132794063579
640 - SPG Stierkalb,2017-09-01,70,120132794063580
640 - SPG Stierkalb,2017-09-01,70,120132794063581
640 - SPG Stierkalb,2017-09-01,70,120132794063582
650 - SPG Kuhkalb,2017-09-01,70,120132794063583
650 - SPG Kuhkalb,2017-09-01,70,120132794063584
640 - SPG Stierkalb,2017-09-01,71,120132794063585
640 - SPG Stierkalb,2017-09-01,71,120132794063586
640 - SPG Stierkalb,2017-09-01,71,120132794063587
640 - SPG Stierkalb,2017-09-01,71,120132794063588
650 - SPG Kuhkalb,2017-09-01,71,120132794063589
650 - SPG Kuhkalb,2017-09-01,71,120132794063590
650 - SPG Kuhkalb,2017-09-01,71,120132794063591
650 - SPG Kuhkalb,2017-09-01,71,120132794063592
650 - SPG Kuhkalb,2017-09-01,71,120132794063593
650 - SPG Kuhkalb,2017-09-01,71,120132794063594
650 - SPG Kuhkalb,2017-09-01,71,120132794063595
640 - SPG Stierkalb,2017-09-01,72,120132794063596
650 - SPG Kuhkalb,2017-09-01,72,120132794063597
650 - SPG Kuhkalb,2017-09-01,72,120132794063598
650 - SPG Kuhkalb,2017-09-01,73,120132794063599
650 - SPG Kuhkalb,2017-09-01,73,120132794063600
640 - SPG Stierkalb,2017-09-01,74,120132794063601
640 - SPG Stierkalb,2017-09-01,74,120132794063602
650 - SPG Kuhkalb,2017-09-01,74,120132794063603
650 - SPG Kuhkalb,2017-09-01,74,120132794063604
650 - SPG Kuhkalb,2017-09-01,74,120132794063605
650 - SPG Kuhkalb,2017-09-01,74,120132794063606
640 - SPG Stierkalb,2017-09-01,75,120132794063607
640 - SPG Stierkalb,2017-09-01,75,120132794063608
640 - SPG Stierkalb,2017-09-01,75,120132794063609
640 - SPG Stierkalb,2017-09-01,75,120132794063610
640 - SPG Stierkalb,2017-09-01,75,120132794063611
640 - SPG Stierkalb,2017-09-01,75,120132794063612
640 - SPG Stierkalb,2017-09-01,75,120132794063613
640 - SPG Stierkalb,2017-09-01,75,120132794063614
640 - SPG Stierkalb,2017-09-01,75,120132794063615
640 - SPG Stierkalb,2017-09-01,75,120132794063616
640 - SPG Stierkalb,2017-09-01,75,120132794063617
640 - SPG Stierkalb,2017-09-01,75,120132794063618
640 - SPG Stierkalb,2017-09-01,75,120132794063619
640 - SPG Stierkalb,2017-09-01,75,120132794063620
640 - SPG Stierkalb,2017-09-01,75,120132794063621
640 - SPG Stierkalb,2017-09-01,75,120132794063622
640 - SPG Stierkalb,2017-09-01,75,120132794063623
640 - SPG Stierkalb,2017-09-01,75,120132794063624
640 - SPG Stierkalb,2017-09-01,75,120132794063625
640 - SPG Stierkalb,2017-09-01,75,120132794063626
640 - SPG Stierkalb,2017-09-01,75,120132794063627
640 - SPG Stierkalb,2017-09-01,75,120132794063628
640 - SPG Stierkalb,2017-09-01,75,120132794063629
640 - SPG Stierkalb,2017-09-01,75,120132794063630
640 - SPG Stierkalb,2017-09-01,75,120132794063631
640 - SPG Stierkalb,2017-09-01,75,120132794063632
640 - SPG Stierkalb,2017-09-01,75,120132794063633
640 - SPG Stierkalb,2017-09-01,75,120132794063634
640 - SPG Stierkalb,2017-09-01,75,120132794063635
640 - SPG Stierkalb,2017-09-01,75,120132794063636
640 - SPG Stierkalb,2017-09-01,75,120132794063637
640 - SPG Stierkalb,2017-09-01,75,120132794063638
640 - SPG Stierkalb,2017-09-01,75,120132794063639
640 - SPG Stierkalb,2017-09-01,75,120132794063640
640 - SPG Stierkalb,2017-09-01,75,120132794063641
640 - SPG Stierkalb,2017-09-01,75,120132794063642
640 - SPG Stierkalb,2017-09-01,75,120132794063643
650 - SPG Kuhkalb,2017-09-01,75,120132794063644
650 - SPG Kuhkalb,2017-09-01,75,120132794063645
650 - SPG Kuhkalb,2017-09-01,75,120132794063646
650 - SPG Kuhkalb,2017-09-01,75,120132794063647
650 - SPG Kuhkalb,2017-09-01,75,120132794063648
650 - SPG Kuhkalb,2017-09-01,75,120132794063649
650 - SPG Kuhkalb,2017-09-01,75,120132794063650
650 - SPG Kuhkalb,2017-09-01,75,120132794063651
650 - SPG Kuhkalb,2017-09-01,75,120132794063652
650 - SPG Kuhkalb,2017-09-01,75,120132794063653
650 - SPG Kuhkalb,2017-09-01,75,120132794063654
650 - SPG Kuhkalb,2017-09-01,75,120132794063655
650 - SPG Kuhkalb,2017-09-01,75,120132794063656
650 - SPG Kuhkalb,2017-09-01,75,120132794063657
650 - SPG Kuhkalb,2017-09-01,75,120132794063658
650 - SPG Kuhkalb,2017-09-01,75,120132794063659
650 - SPG Kuhkalb,2017-09-01,75,120132794063660
650 - SPG Kuhkalb,2017-09-01,75,120132794063661
650 - SPG Kuhkalb,2017-09-01,75,120132794063662
650 - SPG Kuhkalb,2017-09-01,75,120132794063663
650 - SPG Kuhkalb,2017-09-01,75,120132794063664
650 - SPG Kuhkalb,2017-09-01,75,120132794063665
650 - SPG Kuhkalb,2017-09-01,75,120132794063666
650 - SPG Kuhkalb,2017-09-06,75,120132794063667
